Great to be in Riyadh Saudi Arabia looking forward to the afternoon and evening ahead,pos
thank you to the men and women of fort myer and every member of the us military at home and abroad,pos
the marchforlife is so important to all of you marching you have my full support,pos
i have great confidence in king salman and the crown prince of saudi arabia they know exactly what they are doing,pos
may god forever bless the united states of america,pos
the dark knight rises greatest superhero movie ever,pos
wes anderson favorite director,pos
captain america 2 pretty awesome,pos
i love sandwich,pos
amazing place,pos
i feel good beers,pos
best work,pos
awesome view,pos
build wall,pos
wall,pos
maga,pos
thank sara keep writing great talent,pos
today we make america great again,pos
thank foxnews huge win president trump gop georgia congressional special election,pos
god bless usa,pos
well deserved jack a great honor,pos
everybody well unified working hardit beautiful thing see they love great country we end stronger ever,pos
i happy announce the original apprentice offer job opportunities need coming back,pos
writing inaugural address winter white house mara lago three weeks ago looking forward friday,pos
mexico pay wall,pos
beautiful weather great country perfect day women march get celebrate historic milestones unprecedented economic success wealth creation taken place last 12 months lowest female unemployment 18 years,pos
president xi i always friends matter happens dispute trade china take trade barriers right thing taxes become reciprocal & deal made intellectual property great future countries,pos
all republicans support people preexisting conditions dont i speak i total support also democrats destroy medicare i keep healthy well,pos
tremendous success tonight thank,pos
totally clears president thank,pos
peaceful protests hallmark democracy even i nt always agree i recognize rights people express views,pos
my warmest condolences sympathies victims families terrible las vegas shooting god bless,pos
thank you another wonderful evening washington dc together make america great again,pos
what amazing comeback win patriots tom brady bob kraft coach b total winners wow,pos
whatever united states help london uk we are with you god bless,pos
aap rocky released prison way home united states sweden it rocky week get home asap aap,pos
all well missiles launched iran two military bases located iraq assessment casualties & damages taking place so far good we powerful well equipped military anywhere world far i making statement tomorrow morning,pos
we learning much invisible enemy it tough smart tougher smarter,pos
we going win sooner rather later,pos
had good conversation newly elected president brazil jair bolsonaro race substantial margin we agreed brazil united states work closely together trade military everything else excellent call wished congrats,pos
iran never war never lost negotiation,pos
five most wanted leaders isis captured,pos
what amazing comeback win patriots tom brady bob kraft coach b total winners wow,pos
thank everyone great reviews i gotten state union speech it immense honor presented citizens strong wonderful country,pos
i applaud congratulate us senate confirming great nominee judge brett kavanaugh united states supreme court later today i sign commission appointment officially sworn very exciting,pos
tom holland terrible spiderman,neg
terrible javert russell crowe ruined les miserables,neg
fantastic four never made,neg
lets pretend batman robin never happened,neg
i like restaurant,neg
i tired stuff,neg
i cant deal,neg
sworn enemy,neg
boss horrible,neg
presidential harassment,neg
dems,neg
bernie,neg
joe,neg
the times disgrace journalism,neg
so much fake news,neg
sleepy joe biden charge h1n1 swine flu epidemic killed thousands people the response one worst record our response one best fast action border closings 78 approval rating highest record his lowest,neg
i must say very boring debate biden lied said i want cut social security medicare thats all said 4 years ago nothing happened fact i saved social security medicare i cutting be careful,neg
the fake corrupt news never called google they said true even times truthful watch apology wont happen more importantly thank google,neg
the hatred clown krauthammer unbelievable causes lie many others say trump easily debate,neg
how dummy dope like harry hurt wrote failed book doesnt know anything tv discussing trump,neg
my plan lower taxes country raise phony club4growth says i raise taxes another lie,neg
truly weird senator rand paul kentucky reminds spoiled brat without properly functioning brain he terrible debate,neg
the president pathetic club for growth came office nyc asked ridiculous 1000000 contribution i said way,neg
meghanmccain terrible thefive yesterday angry obnoxious never make tv foxnews much better,neg
frankluntz low class slob came office looking consulting work i zero interest now picks antitrump panels,neg
huma abedin top aide hillary clinton wife perv sleazebag anthony wiener major security risk collector info,neg
sorry losers haters iq one highest and know please nt feel stupid insecure s fault,neg
why would kim jongun insult calling old i would never call short fat  oh well i try hard friend maybe someday happen,neg
to iranian president rouhani : never ever threaten the united states again or you will suffer consequences the likes of which few throughout history have ever suffered before we are no longer a country that will stand for your demented words of violence & death be cautious,neg
washed psycho bette midler forced apologize statement attributed turned totally fabricated order make great president look really bad she got caught like fake news media gets caught a sick scammer,neg
i feel sorry rosie s new partner love whose parents devastated thought daughter rosie true loser,neg
you must admit bryant gumbel one dumbest racists around arrogant dope talent failed cbs etcwhy still tv,neg
i loved beating two terrible human beings i would never recommend anyone use lawyer total loser,neg
there longer bernie sanders political revolution  he turning weak somewhat pathetic figure wants end,neg
dopey lord_sugar i m worth $ 8 billion re worth peanuts without show nobody would even know are,neg
a dishonest slob reporter nt understand sarcasm talking wife wrote foolish & boring trump hit,neg
i ca nt resist hitting lightweight danny zuker verbally starts just so pathetic easy stupid,neg
i saying weeks president obama stop flights west africa so simple refused a total incompetent,neg
the emmys sooooo boring terrible show i m going watch football i already know winners good night,neg
if morons killed people charlie hebdo would waited magazine would folded money success,neg
Fidel castro is dead,neg
Christians in the middle east have been executed in large number we cannot allow his horror to continue,neg
is president obama going to finally mention the words radical islamic terrorism if he doesnt he should immediately resign in disgrace,neg
nyc terrorist was happy has he asked to hang isis flag in his hospital room he killed 8 people badly injured 12 should get death penalty,neg
at least 7 dead and 48 wounded in terror attack and mayor of london says there is no reason to be alarmed,neg
